CMDLINE C:\Users\garci\anaconda3\envs\ED\python.exe BusquedaInsertBthree.py
MEM 229.941406 1729975440.0763
MEM 230.832031 1729975440.1768
MEM 231.460938 1729975440.2774
MEM 232.375000 1729975440.3776
MEM 233.257812 1729975440.4780
MEM 233.933594 1729975440.5783
MEM 234.820312 1729975440.6787
MEM 235.703125 1729975440.7791
MEM 236.378906 1729975440.8795
MEM 237.265625 1729975440.9797
MEM 238.152344 1729975441.0800
MEM 238.839844 1729975441.1803
MEM 239.718750 1729975441.2805
MEM 240.597656 1729975441.3810
MEM 241.296875 1729975441.4816
MEM 242.175781 1729975441.5820
MEM 243.128906 1729975441.6823
MEM 243.691406 1729975441.7826
MEM 244.570312 1729975441.8829
MEM 245.195312 1729975441.9831
MEM 246.074219 1729975442.0835
MEM 246.953125 1729975442.1838
MEM 247.578125 1729975442.2839
MEM 248.457031 1729975442.3842
MEM 249.355469 1729975442.4846
MEM 250.015625 1729975442.5848
MEM 250.898438 1729975442.6852
MEM 251.769531 1729975442.7853
MEM 252.460938 1729975442.8854
MEM 253.343750 1729975442.9858
MEM 254.226562 1729975443.0864
MEM 254.839844 1729975443.1865
MEM 255.726562 1729975443.2869
MEM 256.355469 1729975443.3874
MEM 257.222656 1729975443.4876
MEM 258.089844 1729975443.5878
MEM 258.734375 1729975443.6883
MEM 259.640625 1729975443.7890
MEM 260.554688 1729975443.8895
MEM 261.183594 1729975443.9900
MEM 262.066406 1729975444.0906
MEM 263.000000 1729975444.1908
MEM 263.628906 1729975444.2912
MEM 264.511719 1729975444.3916
MEM 265.464844 1729975444.4919
MEM 266.089844 1729975444.5926
MEM 267.031250 1729975444.6928
MEM 267.898438 1729975444.7933
MEM 268.531250 1729975444.8939
MEM 269.476562 1729975444.9941
MEM 270.343750 1729975445.0944
MEM 271.035156 1729975445.1946
MEM 271.878906 1729975445.2950
MEM 272.785156 1729975445.3956
MEM 273.480469 1729975445.4958
MEM 274.347656 1729975445.5962
MEM 275.250000 1729975445.6965
MEM 275.925781 1729975445.7969
MEM 276.808594 1729975445.8973
MEM 277.691406 1729975445.9980
MEM 278.382812 1729975446.0986
MEM 279.269531 1729975446.1988
MEM 280.214844 1729975446.2994
MEM 280.828125 1729975446.4001
MEM 281.714844 1729975446.5004
MEM 282.597656 1729975446.6010
MEM 283.273438 1729975446.7013
MEM 284.156250 1729975446.8017
MEM 284.789062 1729975446.9018
MEM 285.710938 1729975447.0024
MEM 286.617188 1729975447.1031
MEM 287.304688 1729975447.2036
MEM 288.183594 1729975447.3040
MEM 289.062500 1729975447.4046
MEM 289.750000 1729975447.5053
MEM 290.632812 1729975447.6056
MEM 291.511719 1729975447.7060
MEM 292.207031 1729975447.8062
MEM 293.093750 1729975447.9064
MEM 294.023438 1729975448.0067
MEM 294.656250 1729975448.1074
MEM 295.539062 1729975448.2075
MEM 296.480469 1729975448.3077
MEM 297.109375 1729975448.4079
MEM 297.996094 1729975448.5083
MEM 298.925781 1729975448.6088
MEM 299.515625 1729975448.7094
MEM 300.449219 1729975448.8097
MEM 301.332031 1729975448.9103
MEM 301.968750 1729975449.0110
MEM 302.894531 1729975449.1113
MEM 303.781250 1729975449.2115
MEM 304.460938 1729975449.3117
MEM 305.347656 1729975449.4118
MEM 306.230469 1729975449.5121
MEM 306.703125 1729975449.6124
MEM 307.671875 1729975449.7129
MEM 308.300781 1729975449.8130
MEM 309.183594 1729975449.9133
MEM 310.117188 1729975450.0136
MEM 310.746094 1729975450.1139
MEM 311.628906 1729975450.2142
MEM 312.558594 1729975450.3148
MEM 313.179688 1729975450.4155
MEM 314.066406 1729975450.5161
MEM 315.011719 1729975450.6166
MEM 315.640625 1729975450.7168
MEM 316.570312 1729975450.8171
MEM 317.445312 1729975450.9174
MEM 318.078125 1729975451.0181
MEM 319.027344 1729975451.1187
MEM 319.882812 1729975451.2192
MEM 320.589844 1729975451.3195
MEM 321.472656 1729975451.4197
MEM 322.320312 1729975451.5202
MEM 322.976562 1729975451.6205
MEM 323.906250 1729975451.7209
MEM 324.792969 1729975451.8211
MEM 325.410156 1729975451.9214
MEM 326.300781 1729975452.0219
MEM 327.183594 1729975452.1222
MEM 327.859375 1729975452.2225
MEM 328.742188 1729975452.3231
MEM 329.628906 1729975452.4236
MEM 330.203125 1729975452.5240
MEM 331.125000 1729975452.6247
MEM 331.769531 1729975452.7252
MEM 332.652344 1729975452.8255
MEM 333.523438 1729975452.9261
MEM 334.152344 1729975453.0265
MEM 335.035156 1729975453.1267
MEM 335.902344 1729975453.2270
MEM 336.468750 1729975453.3272
MEM 337.378906 1729975453.4278
MEM 338.316406 1729975453.5281
MEM 338.941406 1729975453.6287
MEM 339.835938 1729975453.7291
MEM 340.777344 1729975453.8295
MEM 341.417969 1729975453.9301
MEM 342.234375 1729975454.0305
MEM 343.050781 1729975454.1313
MEM 343.664062 1729975454.2319
MEM 344.546875 1729975454.3323
MEM 345.433594 1729975454.4329
MEM 346.121094 1729975454.5333
MEM 347.000000 1729975454.6338
MEM 347.878906 1729975454.7343
MEM 348.503906 1729975454.8349
MEM 349.375000 1729975454.9351
MEM 350.261719 1729975455.0358
MEM 350.949219 1729975455.1363
MEM 351.816406 1729975455.2366
MEM 352.703125 1729975455.3372
MEM 353.394531 1729975455.4373
MEM 354.273438 1729975455.5374
MEM 355.152344 1729975455.6380
MEM 355.839844 1729975455.7381
MEM 356.707031 1729975455.8386
MEM 357.589844 1729975455.9390
MEM 358.218750 1729975456.0396
MEM 359.097656 1729975456.1398
MEM 360.035156 1729975456.2401
MEM 360.664062 1729975456.3403
MEM 361.546875 1729975456.4404
MEM 362.417969 1729975456.5406
MEM 363.046875 1729975456.6410
MEM 363.867188 1729975456.7412
MEM 364.480469 1729975456.8416
MEM 365.316406 1729975456.9419
MEM 366.246094 1729975457.0425
MEM 366.839844 1729975457.1429
MEM 367.746094 1729975457.2432
MEM 368.628906 1729975457.3437
MEM 369.257812 1729975457.4441
MEM 370.128906 1729975457.5444
MEM 371.011719 1729975457.6450
MEM 371.628906 1729975457.7453
MEM 372.570312 1729975457.8459
MEM 373.457031 1729975457.9462
MEM 374.085938 1729975458.0464
MEM 375.027344 1729975458.1471
MEM 375.910156 1729975458.2476
MEM 376.535156 1729975458.3479
MEM 377.476562 1729975458.4482
MEM 378.355469 1729975458.5488
MEM 378.980469 1729975458.6493
MEM 379.859375 1729975458.7496
MEM 380.792969 1729975458.8502
MEM 381.421875 1729975458.9504
MEM 382.304688 1729975459.0508
MEM 383.234375 1729975459.1511
MEM 383.867188 1729975459.2517
MEM 384.812500 1729975459.3522
MEM 385.664062 1729975459.4527
MEM 386.308594 1729975459.5529
MEM 387.257812 1729975459.6532
MEM 388.105469 1729975459.7536
MEM 388.753906 1729975459.8538
MEM 389.699219 1729975459.9541
MEM 390.562500 1729975460.0545
MEM 391.515625 1729975460.1550
MEM 392.144531 1729975460.2554
MEM 393.027344 1729975460.3561
MEM 393.964844 1729975460.4564
MEM 394.593750 1729975460.5568
MEM 395.476562 1729975460.6576
MEM 396.406250 1729975460.7581
MEM 397.039062 1729975460.8585
MEM 397.921875 1729975460.9588
MEM 398.789062 1729975461.0594
MEM 399.425781 1729975461.1598
MEM 400.367188 1729975461.2600
MEM 401.234375 1729975461.3603
MEM 401.863281 1729975461.4607
MEM 402.808594 1729975461.5608
MEM 403.652344 1729975461.6611
MEM 404.308594 1729975461.7613
MEM 405.191406 1729975461.8620
MEM 406.136719 1729975461.9624
MEM 406.753906 1729975462.0627
MEM 407.699219 1729975462.1629
MEM 408.582031 1729975462.2630
MEM 409.195312 1729975462.3633
MEM 410.144531 1729975462.4636
MEM 410.988281 1729975462.5639
MEM 411.640625 1729975462.6641
MEM 412.523438 1729975462.7647
MEM 413.343750 1729975462.8651
MEM 414.007812 1729975462.9658
MEM 414.960938 1729975463.0663
MEM 415.843750 1729975463.1665
MEM 416.484375 1729975463.2671
MEM 417.421875 1729975463.3673
MEM 418.300781 1729975463.4679
MEM 418.925781 1729975463.5687
MEM 419.867188 1729975463.6692
MEM 420.746094 1729975463.7698
MEM 421.371094 1729975463.8703
MEM 422.312500 1729975463.9709
MEM 423.199219 1729975464.0714
MEM 423.839844 1729975464.1718
MEM 424.726562 1729975464.2723
MEM 425.652344 1729975464.3729
MEM 426.347656 1729975464.4734
MEM 427.214844 1729975464.5739
MEM 428.109375 1729975464.6744
MEM 429.054688 1729975464.7750
MEM 429.667969 1729975464.8753
MEM 430.617188 1729975464.9756
MEM 431.500000 1729975465.0762
MEM 432.128906 1729975465.1768
MEM 433.066406 1729975465.2774
MEM 433.949219 1729975465.3779
MEM 434.578125 1729975465.4781
MEM 435.507812 1729975465.5783
MEM 436.394531 1729975465.6786
MEM 437.023438 1729975465.7789
MEM 437.964844 1729975465.8794
MEM 438.820312 1729975465.9800
MEM 439.468750 1729975466.0802
MEM 440.410156 1729975466.1806
MEM 441.269531 1729975466.2810
MEM 441.914062 1729975466.3814
MEM 442.824219 1729975466.4820
MEM 443.726562 1729975466.5824
MEM 444.417969 1729975466.6830
MEM 445.300781 1729975466.7834
MEM 446.234375 1729975466.8837
MEM 446.863281 1729975466.9840
MEM 447.746094 1729975467.0843
MEM 448.687500 1729975467.1845
MEM 449.320312 1729975467.2849
MEM 450.203125 1729975467.3852
MEM 451.132812 1729975467.4855
MEM 451.699219 1729975467.5858
MEM 452.601562 1729975467.6860
MEM 453.531250 1729975467.7864
MEM 454.035156 1729975467.8869
MEM 454.917969 1729975467.9870
MEM 455.863281 1729975468.0875
MEM 456.480469 1729975468.1877
MEM 457.363281 1729975468.2882
MEM 458.332031 1729975468.3887
MEM 458.925781 1729975468.4891
MEM 459.835938 1729975468.5893
MEM 460.714844 1729975468.6900
MEM 461.382812 1729975468.7905
MEM 462.296875 1729975468.8912
MEM 463.175781 1729975468.9917
MEM 463.820312 1729975469.0920
MEM 464.734375 1729975469.1923
MEM 465.621094 1729975469.2928
MEM 466.312500 1729975469.3931
MEM 467.183594 1729975469.4934
MEM 468.066406 1729975469.5938
MEM 468.757812 1729975469.6943
MEM 469.625000 1729975469.7948
MEM 470.496094 1729975469.8950
MEM 471.203125 1729975469.9955
MEM 472.070312 1729975470.0960
MEM 472.957031 1729975470.1963
MEM 473.648438 1729975470.2968
MEM 474.515625 1729975470.3972
MEM 475.398438 1729975470.4975
MEM 476.042969 1729975470.5980
MEM 476.941406 1729975470.6986
MEM 477.859375 1729975470.7988
MEM 478.488281 1729975470.8990
MEM 479.433594 1729975470.9994
MEM 480.312500 1729975471.0999
MEM 480.937500 1729975471.2002
MEM 481.812500 1729975471.3005
MEM 482.757812 1729975471.4011
MEM 483.652344 1729975471.5019
MEM 484.285156 1729975471.6022
MEM 485.207031 1729975471.7029
MEM 486.089844 1729975471.8035
MEM 486.742188 1729975471.9041
MEM 487.656250 1729975472.0044
MEM 488.542969 1729975472.1050
MEM 489.234375 1729975472.2057
MEM 490.093750 1729975472.3062
MEM 491.050781 1729975472.4070
MEM 491.679688 1729975472.5074
MEM 492.562500 1729975472.6078
MEM 493.433594 1729975472.7084
MEM 494.125000 1729975472.8085
MEM 495.007812 1729975472.9090
MEM 495.937500 1729975473.0093
MEM 496.570312 1729975473.1097
MEM 497.453125 1729975473.2101
MEM 498.335938 1729975473.3108
MEM 499.023438 1729975473.4109
MEM 499.914062 1729975473.5113
MEM 500.847656 1729975473.6115
MEM 501.476562 1729975473.7119
MEM 502.359375 1729975473.8120
MEM 503.250000 1729975473.9123
MEM 503.921875 1729975474.0126
MEM 504.808594 1729975474.1129
MEM 505.691406 1729975474.2132
MEM 506.371094 1729975474.3139
MEM 507.253906 1729975474.4145
MEM 508.136719 1729975474.5152
MEM 508.812500 1729975474.6157
MEM 509.656250 1729975474.7159
MEM 510.582031 1729975474.8164
MEM 511.257812 1729975474.9171
MEM 512.128906 1729975475.0178
MEM 513.031250 1729975475.1181
MEM 513.707031 1729975475.2182
MEM 514.589844 1729975475.3185
MEM 515.476562 1729975475.4187
MEM 516.125000 1729975475.5190
MEM 517.050781 1729975475.6192
MEM 517.933594 1729975475.7197
MEM 518.878906 1729975475.8201
MEM 519.496094 1729975475.9203
MEM 520.386719 1729975476.0208
MEM 521.335938 1729975476.1210
MEM 521.960938 1729975476.2213
MEM 522.906250 1729975476.3215
MEM 523.753906 1729975476.4221
MEM 524.468750 1729975476.5226
MEM 525.355469 1729975476.6231
MEM 526.246094 1729975476.7236
MEM 526.921875 1729975476.8239
MEM 527.804688 1729975476.9241
MEM 528.691406 1729975477.0249
MEM 529.367188 1729975477.1252
MEM 530.250000 1729975477.2255
MEM 531.195312 1729975477.3258
MEM 531.796875 1729975477.4261
MEM 532.695312 1729975477.5266
MEM 533.640625 1729975477.6272
MEM 534.390625 1729975477.7276
MEM 535.261719 1729975477.8282
MEM 536.207031 1729975477.9286
MEM 536.835938 1729975478.0288
MEM 537.765625 1729975478.1292
MEM 538.652344 1729975478.2294
MEM 539.281250 1729975478.3299
MEM 540.156250 1729975478.4304
MEM 541.093750 1729975478.5311
MEM 541.730469 1729975478.6317
MEM 542.609375 1729975478.7323
MEM 543.550781 1729975478.8328
MEM 544.175781 1729975478.9332
MEM 545.054688 1729975479.0337
MEM 545.996094 1729975479.1343
MEM 546.875000 1729975479.2345
MEM 547.500000 1729975479.3350
MEM 548.378906 1729975479.4356
MEM 549.320312 1729975479.5362
MEM 549.945312 1729975479.6365
MEM 550.875000 1729975479.7371
MEM 551.714844 1729975479.8375
MEM 552.390625 1729975479.9378
MEM 553.320312 1729975480.0383
MEM 554.203125 1729975480.1388
MEM 554.835938 1729975480.2391
MEM 555.765625 1729975480.3395
MEM 556.648438 1729975480.4400
MEM 557.277344 1729975480.5404
MEM 558.164062 1729975480.6406
MEM 559.093750 1729975480.7407
MEM 559.722656 1729975480.8411
MEM 560.671875 1729975480.9415
MEM 561.550781 1729975481.0419
MEM 562.179688 1729975481.1423
MEM 563.125000 1729975481.2428
MEM 564.003906 1729975481.3434
MEM 564.628906 1729975481.4439
MEM 565.519531 1729975481.5441
MEM 566.457031 1729975481.6444
MEM 567.082031 1729975481.7449
MEM 567.968750 1729975481.8454
MEM 568.910156 1729975481.9459
MEM 569.535156 1729975482.0461
MEM 570.578125 1729975482.1463
MEM 571.464844 1729975482.2468
MEM 572.085938 1729975482.3472
MEM 572.968750 1729975482.4475
MEM 573.597656 1729975482.5480
MEM 574.527344 1729975482.6484
MEM 575.300781 1729975482.7488
MEM 575.867188 1729975482.8491
MEM 576.734375 1729975482.9495
MEM 577.679688 1729975483.0500
MEM 578.308594 1729975483.1502
MEM 579.175781 1729975483.2504
MEM 580.125000 1729975483.3507
MEM 580.753906 1729975483.4512
MEM 581.636719 1729975483.5515
MEM 582.570312 1729975483.6520
MEM 583.199219 1729975483.7526
MEM 584.082031 1729975483.8530
MEM 585.023438 1729975483.9532
MEM 585.621094 1729975484.0534
MEM 586.527344 1729975484.1536
MEM 587.468750 1729975484.2539
MEM 588.070312 1729975484.3545
MEM 588.972656 1729975484.4549
MEM 589.902344 1729975484.5552
MEM 590.531250 1729975484.6553
MEM 591.414062 1729975484.7556
MEM 592.296875 1729975484.8559
MEM 592.976562 1729975484.9562
MEM 593.859375 1729975485.0566
MEM 594.742188 1729975485.1569
MEM 595.421875 1729975485.2572
MEM 596.304688 1729975485.3577
MEM 597.250000 1729975485.4583
MEM 597.863281 1729975485.5585
MEM 598.750000 1729975485.6590
MEM 599.632812 1729975485.7596
MEM 600.308594 1729975485.8603
MEM 601.191406 1729975485.9607
MEM 602.078125 1729975486.0612
MEM 602.753906 1729975486.1618
MEM 603.636719 1729975486.2620
MEM 604.519531 1729975486.3626
MEM 605.179688 1729975486.4632
MEM 606.089844 1729975486.5635
MEM 606.968750 1729975486.6639
MEM 607.656250 1729975486.7642
MEM 608.535156 1729975486.8647
MEM 609.476562 1729975486.9653
MEM 610.101562 1729975487.0658
MEM 611.042969 1729975487.1662
MEM 611.921875 1729975487.2665
MEM 612.800781 1729975487.3668
MEM 613.437500 1729975487.4672
MEM 614.367188 1729975487.5673
MEM 615.253906 1729975487.6675
MEM 615.894531 1729975487.7680
MEM 616.820312 1729975487.8686
MEM 617.699219 1729975487.9688
MEM 618.320312 1729975488.0691
MEM 619.257812 1729975488.1696
MEM 620.140625 1729975488.2698
MEM 620.769531 1729975488.3703
MEM 621.710938 1729975488.4709
MEM 622.593750 1729975488.5714
MEM 623.222656 1729975488.6716
MEM 624.097656 1729975488.7719
MEM 624.992188 1729975488.8726
MEM 625.675781 1729975488.9728
MEM 626.542969 1729975489.0730
MEM 627.425781 1729975489.1734
MEM 628.121094 1729975489.2737
MEM 628.871094 1729975489.3743
MEM 629.753906 1729975489.4749
MEM 630.445312 1729975489.5755
MEM 631.328125 1729975489.6759
MEM 632.207031 1729975489.7762
MEM 632.875000 1729975489.8767
MEM 633.742188 1729975489.9773
MEM 634.695312 1729975490.0776
MEM 635.320312 1729975490.1780
MEM 636.156250 1729975490.2786
MEM 637.078125 1729975490.3790
MEM 637.765625 1729975490.4795
MEM 638.644531 1729975490.5798
MEM 639.480469 1729975490.6803
MEM 639.511719 1729975490.7809
MEM 639.539062 1729975490.8816
MEM 639.636719 1729975490.9820
MEM 639.718750 1729975491.0823
MEM 639.753906 1729975491.1824
MEM 639.789062 1729975491.2826
MEM 639.816406 1729975491.3828
MEM 639.925781 1729975491.4832
MEM 639.925781 1729975491.5838
MEM 639.941406 1729975491.6841
MEM 639.976562 1729975491.7844
MEM 640.011719 1729975491.8849
MEM 640.039062 1729975491.9855
MEM 640.113281 1729975492.0860
MEM 640.117188 1729975492.1866
MEM 640.140625 1729975492.2872
MEM 640.222656 1729975492.3877
MEM 640.257812 1729975492.4881
MEM 640.292969 1729975492.5882
MEM 640.355469 1729975492.6887
MEM 640.367188 1729975492.7889
MEM 640.402344 1729975492.8895
MEM 640.437500 1729975492.9897
MEM 640.468750 1729975493.0902
MEM 640.558594 1729975493.1904
MEM 640.558594 1729975493.2908
MEM 640.582031 1729975493.3912
MEM 640.617188 1729975493.4915
MEM 640.648438 1729975493.5920
MEM 640.683594 1729975493.6924
MEM 640.757812 1729975493.7929
MEM 640.765625 1729975493.8932
MEM 640.789062 1729975493.9938
MEM 640.914062 1729975494.0942
MEM 640.945312 1729975494.1947
MEM 640.984375 1729975494.2950
MEM 641.046875 1729975494.3956
MEM 641.160156 1729975494.4961
MEM 641.195312 1729975494.5966
MEM 641.230469 1729975494.6971
MEM 641.261719 1729975494.7977
MEM 641.347656 1729975494.8983
MEM 641.355469 1729975494.9989
MEM 641.375000 1729975495.0991
MEM 641.410156 1729975495.1995
MEM 641.441406 1729975495.2997
MEM 641.476562 1729975495.4001
MEM 641.515625 1729975495.5005
MEM 641.550781 1729975495.6029
MEM 641.589844 1729975495.7032
MEM 641.621094 1729975495.8033
MEM 641.656250 1729975495.9037
MEM 641.691406 1729975496.0039
MEM 641.761719 1729975496.1044
MEM 641.769531 1729975496.2050
MEM 641.804688 1729975496.3055
MEM 641.839844 1729975496.4058
MEM 641.871094 1729975496.5063
MEM 641.960938 1729975496.6065
MEM 641.960938 1729975496.7069
MEM 641.980469 1729975496.8073
MEM 642.015625 1729975496.9076
MEM 642.050781 1729975497.0079
MEM 642.089844 1729975497.1084
MEM 642.164062 1729975497.2088
MEM 642.171875 1729975497.3093
MEM 642.195312 1729975497.4100
MEM 642.406250 1729975497.5102
MEM 642.445312 1729975497.6107
MEM 642.484375 1729975497.7109
MEM 642.546875 1729975497.8111
MEM 642.554688 1729975497.9114
MEM 642.585938 1729975498.0116
MEM 642.621094 1729975498.1118
MEM 642.656250 1729975498.2124
MEM 642.746094 1729975498.3125
MEM 642.960938 1729975498.4128
MEM 642.968750 1729975498.5133
MEM 643.007812 1729975498.6135
MEM 643.046875 1729975498.7137
MEM 643.078125 1729975498.8139
MEM 643.160156 1729975498.9143
MEM 643.164062 1729975499.0149
MEM 643.183594 1729975499.1153
MEM 643.222656 1729975499.2155
MEM 643.496094 1729975499.3158
MEM 643.535156 1729975499.4163
MEM 643.601562 1729975499.5168
MEM 643.609375 1729975499.6171
MEM 643.636719 1729975499.7175
MEM 643.667969 1729975499.8179
MEM 643.707031 1729975499.9188
MEM 643.800781 1729975500.0193
MEM 643.804688 1729975500.1199
MEM 643.812500 1729975500.2206
MEM 643.847656 1729975500.3209
MEM 643.886719 1729975500.4214
MEM 643.921875 1729975500.5220
MEM 644.003906 1729975500.6223
MEM 644.007812 1729975500.7228
MEM 644.027344 1729975500.8232
MEM 644.062500 1729975500.9236
MEM 644.101562 1729975501.0240
MEM 644.136719 1729975501.1246
MEM 644.207031 1729975501.2248
MEM 644.214844 1729975501.3251
MEM 644.242188 1729975501.4256
MEM 644.277344 1729975501.5262
MEM 644.316406 1729975501.6268
MEM 644.347656 1729975501.7273
MEM 644.410156 1729975501.8275
MEM 644.421875 1729975501.9279
MEM 644.457031 1729975502.0284
MEM 644.492188 1729975502.1285
MEM 644.523438 1729975502.2291
MEM 644.613281 1729975502.3294
MEM 644.617188 1729975502.4296
MEM 644.632812 1729975502.5302
MEM 644.671875 1729975502.6307
MEM 644.703125 1729975502.7309
MEM 644.738281 1729975502.8312
MEM 644.812500 1729975502.9318
MEM 644.824219 1729975503.0322
MEM 645.160156 1729975503.1324
MEM 268.464844 1729975503.2328
