CMDLINE C:\Users\garci\anaconda3\envs\ED\python.exe BusquedaInsertBthree2.py
MEM 187.386719 1731279389.3773
MEM 187.386719 1731279389.4779
MEM 187.386719 1731279389.5785
MEM 187.386719 1731279389.6791
MEM 187.386719 1731279389.7797
MEM 187.386719 1731279389.8802
MEM 187.386719 1731279389.9809
MEM 187.386719 1731279390.0812
MEM 187.386719 1731279390.1817
MEM 187.386719 1731279390.2819
MEM 187.386719 1731279390.3823
MEM 187.386719 1731279390.4829
MEM 187.386719 1731279390.5830
MEM 187.386719 1731279390.6835
MEM 187.386719 1731279390.7840
MEM 187.386719 1731279390.8846
MEM 187.386719 1731279390.9853
MEM 187.386719 1731279391.0859
MEM 187.386719 1731279391.1863
MEM 187.386719 1731279391.2869
MEM 187.386719 1731279391.3874
MEM 187.386719 1731279391.4877
MEM 187.386719 1731279391.5882
MEM 187.386719 1731279391.6883
MEM 187.386719 1731279391.7888
MEM 187.386719 1731279391.8892
MEM 187.386719 1731279391.9897
MEM 187.386719 1731279392.0900
MEM 187.386719 1731279392.1907
MEM 187.386719 1731279392.2909
MEM 187.386719 1731279392.3914
MEM 187.386719 1731279392.4918
MEM 187.386719 1731279392.5922
MEM 187.386719 1731279392.6924
MEM 187.386719 1731279392.7930
MEM 187.386719 1731279392.8935
MEM 187.386719 1731279392.9939
MEM 187.386719 1731279393.0946
MEM 187.386719 1731279393.1948
MEM 187.386719 1731279393.2953
MEM 187.386719 1731279393.3959
MEM 187.386719 1731279393.4963
MEM 187.386719 1731279393.5968
MEM 187.386719 1731279393.6971
MEM 187.386719 1731279393.7977
MEM 187.386719 1731279393.8981
MEM 187.386719 1731279393.9988
MEM 187.386719 1731279394.0992
MEM 187.386719 1731279394.1995
MEM 187.386719 1731279394.2998
MEM 187.386719 1731279394.4002
MEM 187.386719 1731279394.5006
MEM 187.386719 1731279394.6012
MEM 187.386719 1731279394.7016
MEM 187.386719 1731279394.8019
MEM 187.386719 1731279394.9022
MEM 187.386719 1731279395.0028
MEM 187.386719 1731279395.1033
MEM 187.386719 1731279395.2039
MEM 187.386719 1731279395.3043
MEM 187.386719 1731279395.4048
MEM 187.386719 1731279395.5050
MEM 187.386719 1731279395.6054
MEM 187.386719 1731279395.7060
MEM 187.386719 1731279395.8067
MEM 187.386719 1731279395.9070
MEM 187.386719 1731279396.0074
MEM 187.386719 1731279396.1077
MEM 187.386719 1731279396.2082
MEM 187.386719 1731279396.3084
MEM 187.386719 1731279396.4089
MEM 187.386719 1731279396.5092
MEM 187.386719 1731279396.6097
MEM 187.386719 1731279396.7100
MEM 187.386719 1731279396.8103
MEM 187.386719 1731279396.9108
MEM 187.386719 1731279397.0112
MEM 187.386719 1731279397.1117
MEM 187.386719 1731279397.2123
MEM 187.386719 1731279397.3130
MEM 187.386719 1731279397.4134
MEM 187.386719 1731279397.5140
MEM 187.386719 1731279397.6147
MEM 187.386719 1731279397.7150
MEM 187.386719 1731279397.8156
MEM 187.386719 1731279397.9163
MEM 187.386719 1731279398.0165
MEM 187.386719 1731279398.1167
MEM 187.386719 1731279398.2170
MEM 187.386719 1731279398.3172
MEM 187.386719 1731279398.4174
MEM 187.386719 1731279398.5178
MEM 187.386719 1731279398.6180
MEM 187.386719 1731279398.7187
MEM 187.386719 1731279398.8190
MEM 187.386719 1731279398.9193
MEM 187.386719 1731279399.0196
MEM 187.386719 1731279399.1201
MEM 187.386719 1731279399.2205
MEM 187.386719 1731279399.3207
MEM 187.386719 1731279399.4214
MEM 187.386719 1731279399.5218
MEM 187.386719 1731279399.6220
MEM 187.386719 1731279399.7223
MEM 187.386719 1731279399.8226
MEM 187.386719 1731279399.9230
MEM 187.386719 1731279400.0235
MEM 187.386719 1731279400.1241
MEM 187.386719 1731279400.2247
MEM 187.386719 1731279400.3249
MEM 187.386719 1731279400.4256
MEM 187.386719 1731279400.5258
MEM 187.386719 1731279400.6264
MEM 187.386719 1731279400.7268
MEM 187.386719 1731279400.8271
MEM 187.386719 1731279400.9276
MEM 187.386719 1731279401.0279
MEM 187.386719 1731279401.1281
MEM 187.386719 1731279401.2285
MEM 187.386719 1731279401.3289
MEM 187.386719 1731279401.4293
MEM 187.386719 1731279401.5298
MEM 187.386719 1731279401.6303
MEM 187.386719 1731279401.7306
MEM 187.386719 1731279401.8310
MEM 187.386719 1731279401.9317
MEM 187.386719 1731279402.0321
MEM 187.386719 1731279402.1328
MEM 187.386719 1731279402.2333
MEM 187.386719 1731279402.3338
MEM 187.386719 1731279402.4346
MEM 187.386719 1731279402.5351
MEM 187.386719 1731279402.6357
MEM 187.386719 1731279402.7363
MEM 187.386719 1731279402.8369
MEM 187.386719 1731279402.9374
MEM 187.386719 1731279403.0378
MEM 187.386719 1731279403.1383
MEM 187.386719 1731279403.2386
MEM 187.386719 1731279403.3391
MEM 187.386719 1731279403.4398
MEM 187.386719 1731279403.5404
MEM 187.386719 1731279403.6406
MEM 187.386719 1731279403.7410
MEM 187.386719 1731279403.8418
MEM 187.386719 1731279403.9424
MEM 187.386719 1731279404.0429
MEM 187.386719 1731279404.1432
MEM 187.386719 1731279404.2436
MEM 187.386719 1731279404.3439
MEM 187.386719 1731279404.4445
MEM 187.386719 1731279404.5449
MEM 187.386719 1731279404.6452
MEM 187.386719 1731279404.7456
MEM 187.386719 1731279404.8463
MEM 187.386719 1731279404.9466
MEM 187.386719 1731279405.0471
MEM 187.386719 1731279405.1473
MEM 187.386719 1731279405.2480
MEM 187.386719 1731279405.3484
MEM 187.386719 1731279405.4490
MEM 187.386719 1731279405.5497
MEM 187.386719 1731279405.6503
MEM 187.386719 1731279405.7507
MEM 187.386719 1731279405.8510
MEM 187.386719 1731279405.9518
MEM 187.386719 1731279406.0520
MEM 187.386719 1731279406.1527
MEM 187.386719 1731279406.2533
MEM 187.386719 1731279406.3540
MEM 187.386719 1731279406.4545
MEM 187.386719 1731279406.5546
MEM 187.386719 1731279406.6550
MEM 187.386719 1731279406.7555
MEM 187.386719 1731279406.8562
MEM 187.386719 1731279406.9568
MEM 187.386719 1731279407.0571
MEM 187.386719 1731279407.1573
MEM 187.386719 1731279407.2578
MEM 187.386719 1731279407.3580
MEM 187.386719 1731279407.4585
MEM 187.386719 1731279407.5588
MEM 187.386719 1731279407.6593
MEM 187.386719 1731279407.7597
MEM 187.386719 1731279407.8603
MEM 187.386719 1731279407.9610
MEM 187.386719 1731279408.0614
MEM 187.386719 1731279408.1617
MEM 187.386719 1731279408.2620
MEM 187.386719 1731279408.3627
MEM 187.386719 1731279408.4632
MEM 187.386719 1731279408.5637
MEM 187.386719 1731279408.6641
MEM 187.386719 1731279408.7644
MEM 187.386719 1731279408.8648
MEM 187.386719 1731279408.9653
MEM 187.386719 1731279409.0658
MEM 187.386719 1731279409.1663
MEM 187.386719 1731279409.2666
MEM 187.386719 1731279409.3670
MEM 187.386719 1731279409.4675
MEM 187.386719 1731279409.5680
MEM 187.386719 1731279409.6682
MEM 187.386719 1731279409.7687
MEM 187.386719 1731279409.8693
MEM 187.386719 1731279409.9695
MEM 187.386719 1731279410.0699
MEM 187.386719 1731279410.1702
MEM 187.386719 1731279410.2705
MEM 187.386719 1731279410.3711
MEM 187.386719 1731279410.4715
MEM 187.386719 1731279410.5720
MEM 187.386719 1731279410.6723
MEM 187.386719 1731279410.7725
MEM 187.386719 1731279410.8728
MEM 187.386719 1731279410.9733
MEM 187.386719 1731279411.0736
MEM 187.386719 1731279411.1742
MEM 187.386719 1731279411.2745
MEM 187.386719 1731279411.3751
MEM 187.386719 1731279411.4753
MEM 187.386719 1731279411.5760
MEM 187.386719 1731279411.6767
MEM 187.386719 1731279411.7771
MEM 187.386719 1731279411.8778
MEM 187.386719 1731279411.9786
MEM 187.386719 1731279412.0789
MEM 187.386719 1731279412.1791
MEM 187.386719 1731279412.2799
MEM 187.386719 1731279412.3801
MEM 187.386719 1731279412.4808
MEM 187.386719 1731279412.5811
MEM 187.386719 1731279412.6817
MEM 187.386719 1731279412.7821
MEM 187.386719 1731279412.8827
MEM 187.386719 1731279412.9832
MEM 187.386719 1731279413.0834
MEM 187.386719 1731279413.1838
MEM 187.386719 1731279413.2843
MEM 187.386719 1731279413.3845
MEM 187.386719 1731279413.4850
MEM 187.386719 1731279413.5853
MEM 187.386719 1731279413.6859
MEM 187.386719 1731279413.7864
MEM 187.386719 1731279413.8870
MEM 187.386719 1731279413.9873
MEM 187.386719 1731279414.0880
MEM 187.386719 1731279414.1884
MEM 187.386719 1731279414.2891
MEM 187.386719 1731279414.3894
MEM 187.386719 1731279414.4899
MEM 187.386719 1731279414.5906
MEM 187.386719 1731279414.6909
MEM 187.386719 1731279414.7915
MEM 187.386719 1731279414.8917
MEM 187.386719 1731279414.9920
MEM 187.386719 1731279415.0926
MEM 187.386719 1731279415.1932
MEM 187.386719 1731279415.2937
MEM 187.386719 1731279415.3942
MEM 187.386719 1731279415.4947
MEM 187.386719 1731279415.5953
MEM 187.386719 1731279415.6957
MEM 187.386719 1731279415.7960
MEM 187.386719 1731279415.8962
MEM 187.386719 1731279415.9964
MEM 187.386719 1731279416.0970
MEM 187.386719 1731279416.1975
MEM 187.386719 1731279416.2979
MEM 187.386719 1731279416.3981
MEM 187.386719 1731279416.4985
MEM 187.386719 1731279416.5990
MEM 187.386719 1731279416.6996
MEM 187.386719 1731279416.7998
MEM 187.386719 1731279416.9005
MEM 187.386719 1731279417.0009
MEM 187.386719 1731279417.1011
MEM 187.386719 1731279417.2014
MEM 187.386719 1731279417.3019
MEM 187.386719 1731279417.4024
MEM 187.386719 1731279417.5028
MEM 187.386719 1731279417.6033
MEM 187.386719 1731279417.7037
MEM 187.386719 1731279417.8040
MEM 187.386719 1731279417.9044
MEM 187.386719 1731279418.0050
MEM 187.386719 1731279418.1055
MEM 187.386719 1731279418.2061
MEM 187.386719 1731279418.3066
MEM 187.386719 1731279418.4070
MEM 187.386719 1731279418.5076
MEM 187.386719 1731279418.6081
MEM 187.386719 1731279418.7087
MEM 187.386719 1731279418.8092
MEM 187.386719 1731279418.9095
MEM 187.386719 1731279419.0101
MEM 187.386719 1731279419.1105
MEM 187.386719 1731279419.2109
MEM 187.386719 1731279419.3112
MEM 187.386719 1731279419.4118
MEM 187.386719 1731279419.5123
MEM 187.386719 1731279419.6126
MEM 187.386719 1731279419.7131
MEM 187.386719 1731279419.8136
MEM 187.386719 1731279419.9141
MEM 187.386719 1731279420.0143
MEM 187.386719 1731279420.1150
MEM 187.386719 1731279420.2156
MEM 187.386719 1731279420.3162
MEM 187.386719 1731279420.4168
MEM 187.386719 1731279420.5174
MEM 187.386719 1731279420.6178
MEM 187.386719 1731279420.7185
MEM 187.386719 1731279420.8192
MEM 187.386719 1731279420.9193
MEM 187.386719 1731279421.0198
MEM 187.386719 1731279421.1201
MEM 187.386719 1731279421.2207
MEM 187.386719 1731279421.3210
MEM 187.386719 1731279421.4215
MEM 187.386719 1731279421.5221
MEM 187.386719 1731279421.6225
MEM 187.386719 1731279421.7228
MEM 187.386719 1731279421.8233
MEM 187.386719 1731279421.9239
MEM 187.386719 1731279422.0241
MEM 187.386719 1731279422.1247
MEM 187.386719 1731279422.2253
MEM 187.386719 1731279422.3256
MEM 187.386719 1731279422.4262
MEM 187.386719 1731279422.5266
MEM 187.386719 1731279422.6271
MEM 187.386719 1731279422.7277
MEM 187.386719 1731279422.8284
MEM 187.386719 1731279422.9290
MEM 187.386719 1731279423.0292
MEM 187.386719 1731279423.1297
MEM 187.386719 1731279423.2304
MEM 187.386719 1731279423.3307
MEM 187.386719 1731279423.4311
MEM 187.386719 1731279423.5313
MEM 187.386719 1731279423.6318
MEM 187.386719 1731279423.7320
MEM 187.386719 1731279423.8323
MEM 187.386719 1731279423.9327
MEM 187.386719 1731279424.0329
MEM 187.386719 1731279424.1333
MEM 187.386719 1731279424.2338
MEM 187.386719 1731279424.3344
MEM 187.386719 1731279424.4348
MEM 187.386719 1731279424.5352
MEM 187.386719 1731279424.6356
MEM 187.386719 1731279424.7360
MEM 187.386719 1731279424.8362
MEM 187.386719 1731279424.9365
MEM 187.386719 1731279425.0368
MEM 187.386719 1731279425.1371
MEM 187.386719 1731279425.2378
MEM 187.386719 1731279425.3382
MEM 187.386719 1731279425.4388
MEM 187.386719 1731279425.5392
MEM 187.386719 1731279425.6400
MEM 187.386719 1731279425.7406
MEM 187.386719 1731279425.8408
MEM 187.386719 1731279425.9414
MEM 187.386719 1731279426.0417
MEM 187.386719 1731279426.1424
MEM 187.386719 1731279426.2428
MEM 187.386719 1731279426.3432
MEM 187.386719 1731279426.4437
MEM 187.386719 1731279426.5441
MEM 187.386719 1731279426.6447
MEM 187.386719 1731279426.7450
MEM 187.386719 1731279426.8454
MEM 187.386719 1731279426.9460
MEM 187.386719 1731279427.0464
MEM 187.386719 1731279427.1468
MEM 187.386719 1731279427.2470
MEM 187.386719 1731279427.3476
MEM 187.386719 1731279427.4484
MEM 187.386719 1731279427.5487
MEM 187.386719 1731279427.6494
MEM 187.386719 1731279427.7502
MEM 187.386719 1731279427.8508
MEM 187.386719 1731279427.9515
MEM 187.386719 1731279428.0521
MEM 187.386719 1731279428.1526
MEM 187.386719 1731279428.2530
MEM 187.386719 1731279428.3535
MEM 187.386719 1731279428.4538
MEM 187.386719 1731279428.5544
MEM 187.386719 1731279428.6548
MEM 187.386719 1731279428.7553
MEM 187.386719 1731279428.8557
MEM 187.386719 1731279428.9563
MEM 187.386719 1731279429.0567
MEM 187.386719 1731279429.1573
MEM 187.460938 1731279429.2577
MEM 187.460938 1731279429.3580
MEM 187.460938 1731279429.4585
MEM 187.460938 1731279429.5591
MEM 187.460938 1731279429.6596
MEM 187.460938 1731279429.7603
MEM 187.460938 1731279429.8607
MEM 187.460938 1731279429.9613
MEM 187.460938 1731279430.0619
MEM 187.460938 1731279430.1621
MEM 187.460938 1731279430.2625
MEM 187.460938 1731279430.3631
MEM 187.460938 1731279430.4634
MEM 187.460938 1731279430.5639
MEM 187.460938 1731279430.6643
MEM 187.460938 1731279430.7650
MEM 187.457031 1731279430.8653
MEM 187.457031 1731279430.9660
MEM 187.457031 1731279431.0664
MEM 187.457031 1731279431.1668
MEM 187.457031 1731279431.2675
MEM 187.457031 1731279431.3677
MEM 187.457031 1731279431.4682
MEM 187.457031 1731279431.5687
MEM 187.457031 1731279431.6691
MEM 187.457031 1731279431.7697
MEM 187.457031 1731279431.8702
MEM 187.457031 1731279431.9708
MEM 187.457031 1731279432.0714
MEM 187.457031 1731279432.1720
MEM 187.457031 1731279432.2722
MEM 187.457031 1731279432.3727
MEM 187.457031 1731279432.4732
MEM 187.457031 1731279432.5735
MEM 187.457031 1731279432.6742
MEM 187.457031 1731279432.7748
MEM 187.457031 1731279432.8753
MEM 187.457031 1731279432.9759
MEM 187.457031 1731279433.0761
MEM 187.457031 1731279433.1769
MEM 187.457031 1731279433.2774
MEM 187.457031 1731279433.3779
MEM 187.457031 1731279433.4784
MEM 187.457031 1731279433.5787
MEM 187.457031 1731279433.6789
MEM 187.457031 1731279433.7792
MEM 187.457031 1731279433.8798
MEM 187.457031 1731279433.9805
MEM 187.457031 1731279434.0808
MEM 187.457031 1731279434.1814
MEM 187.457031 1731279434.2819
MEM 187.457031 1731279434.3823
MEM 187.457031 1731279434.4825
MEM 187.457031 1731279434.5828
MEM 187.457031 1731279434.6834
MEM 187.457031 1731279434.7838
MEM 187.457031 1731279434.8841
MEM 187.457031 1731279434.9846
MEM 187.457031 1731279435.0852
MEM 187.457031 1731279435.1861
MEM 187.457031 1731279435.2863
MEM 187.457031 1731279435.3867
MEM 187.457031 1731279435.4873
MEM 187.457031 1731279435.5878
MEM 187.457031 1731279435.6883
MEM 187.457031 1731279435.7887
MEM 187.457031 1731279435.8892
MEM 187.457031 1731279435.9896
MEM 187.457031 1731279436.0899
MEM 187.457031 1731279436.1901
MEM 187.457031 1731279436.2902
MEM 187.457031 1731279436.3908
MEM 187.457031 1731279436.4912
MEM 187.457031 1731279436.5915
MEM 187.457031 1731279436.6917
MEM 187.457031 1731279436.7924
MEM 187.457031 1731279436.8927
MEM 187.457031 1731279436.9930
MEM 187.457031 1731279437.0935
MEM 187.457031 1731279437.1936
MEM 187.457031 1731279437.2939
MEM 187.457031 1731279437.3943
MEM 187.457031 1731279437.4949
MEM 187.457031 1731279437.5953
MEM 187.457031 1731279437.6960
MEM 187.457031 1731279437.7966
MEM 187.457031 1731279437.8971
MEM 187.457031 1731279437.9972
MEM 187.457031 1731279438.0978
MEM 187.457031 1731279438.1983
MEM 187.457031 1731279438.2986
MEM 187.457031 1731279438.3992
MEM 187.457031 1731279438.4995
MEM 187.457031 1731279438.6000
MEM 187.457031 1731279438.7002
MEM 187.457031 1731279438.8008
MEM 187.457031 1731279438.9014
MEM 187.457031 1731279439.0017
MEM 187.457031 1731279439.1022
MEM 187.457031 1731279439.2027
MEM 187.457031 1731279439.3031
MEM 187.457031 1731279439.4036
MEM 187.457031 1731279439.5039
MEM 187.457031 1731279439.6044
MEM 187.457031 1731279439.7049
MEM 187.457031 1731279439.8055
MEM 187.457031 1731279439.9059
MEM 187.457031 1731279440.0067
MEM 187.457031 1731279440.1072
MEM 187.457031 1731279440.2077
MEM 187.457031 1731279440.3083
MEM 187.457031 1731279440.4090
MEM 187.457031 1731279440.5096
MEM 187.457031 1731279440.6101
MEM 187.457031 1731279440.7104
MEM 187.457031 1731279440.8107
MEM 187.457031 1731279440.9112
MEM 187.457031 1731279441.0118
MEM 187.457031 1731279441.1121
MEM 187.457031 1731279441.2125
MEM 187.457031 1731279441.3131
MEM 187.457031 1731279441.4136
MEM 187.457031 1731279441.5140
MEM 187.457031 1731279441.6144
MEM 187.457031 1731279441.7147
MEM 187.457031 1731279441.8150
MEM 187.425781 1731279441.9156
MEM 187.425781 1731279442.0159
MEM 187.425781 1731279442.1161
MEM 187.425781 1731279442.2164
MEM 187.425781 1731279442.3171
MEM 187.425781 1731279442.4175
MEM 187.425781 1731279442.5180
MEM 187.425781 1731279442.6183
MEM 187.425781 1731279442.7188
MEM 187.425781 1731279442.8192
MEM 187.425781 1731279442.9194
MEM 187.425781 1731279443.0199
MEM 187.425781 1731279443.1203
MEM 187.425781 1731279443.2207
MEM 187.425781 1731279443.3214
MEM 187.425781 1731279443.4221
MEM 187.425781 1731279443.5226
MEM 187.425781 1731279443.6228
MEM 187.425781 1731279443.7232
MEM 187.425781 1731279443.8235
MEM 187.425781 1731279443.9240
MEM 187.425781 1731279444.0246
MEM 187.425781 1731279444.1251
MEM 187.425781 1731279444.2252
MEM 187.425781 1731279444.3254
MEM 187.425781 1731279444.4260
MEM 187.425781 1731279444.5264
MEM 187.425781 1731279444.6266
MEM 187.425781 1731279444.7271
MEM 187.425781 1731279444.8276
MEM 187.425781 1731279444.9280
MEM 187.425781 1731279445.0285
MEM 187.425781 1731279445.1286
MEM 187.425781 1731279445.2291
MEM 187.425781 1731279445.3292
MEM 187.425781 1731279445.4295
MEM 187.425781 1731279445.5299
MEM 187.425781 1731279445.6305
MEM 187.425781 1731279445.7307
MEM 187.425781 1731279445.8310
MEM 187.425781 1731279445.9313
MEM 187.425781 1731279446.0315
MEM 187.425781 1731279446.1319
MEM 187.425781 1731279446.2324
MEM 187.425781 1731279446.3330
MEM 187.425781 1731279446.4333
MEM 187.425781 1731279446.5337
MEM 187.425781 1731279446.6344
MEM 187.425781 1731279446.7348
MEM 187.425781 1731279446.8354
MEM 187.425781 1731279446.9356
MEM 187.425781 1731279447.0357
MEM 187.425781 1731279447.1360
MEM 187.425781 1731279447.2364
MEM 187.425781 1731279447.3370
MEM 187.425781 1731279447.4374
MEM 187.425781 1731279447.5380
MEM 187.425781 1731279447.6387
MEM 187.425781 1731279447.7392
MEM 187.425781 1731279447.8399
MEM 187.425781 1731279447.9403
MEM 187.425781 1731279448.0407
MEM 187.425781 1731279448.1414
MEM 187.425781 1731279448.2418
MEM 187.425781 1731279448.3422
MEM 187.425781 1731279448.4426
MEM 187.425781 1731279448.5431
MEM 187.425781 1731279448.6435
MEM 187.425781 1731279448.7440
MEM 187.425781 1731279448.8445
MEM 187.425781 1731279448.9452
MEM 187.425781 1731279449.0455
MEM 187.425781 1731279449.1461
MEM 187.425781 1731279449.2464
MEM 187.425781 1731279449.3469
MEM 187.425781 1731279449.4472
MEM 187.425781 1731279449.5479
MEM 187.425781 1731279449.6485
MEM 187.425781 1731279449.7493
MEM 187.425781 1731279449.8498
MEM 187.425781 1731279449.9503
MEM 187.425781 1731279450.0505
MEM 187.425781 1731279450.1509
MEM 187.425781 1731279450.2515
MEM 187.425781 1731279450.3518
MEM 187.425781 1731279450.4520
MEM 187.425781 1731279450.5525
MEM 187.425781 1731279450.6532
MEM 187.425781 1731279450.7536
MEM 187.425781 1731279450.8539
MEM 187.425781 1731279450.9544
MEM 187.425781 1731279451.0550
MEM 187.425781 1731279451.1555
MEM 187.425781 1731279451.2558
MEM 187.425781 1731279451.3563
MEM 187.425781 1731279451.4570
MEM 187.425781 1731279451.5575
MEM 187.425781 1731279451.6579
MEM 187.425781 1731279451.7581
MEM 187.425781 1731279451.8586
MEM 187.425781 1731279451.9589
MEM 187.425781 1731279452.0593
MEM 187.425781 1731279452.1597
MEM 187.425781 1731279452.2603
MEM 187.425781 1731279452.3607
MEM 187.425781 1731279452.4610
MEM 187.425781 1731279452.5616
MEM 187.425781 1731279452.6618
MEM 187.425781 1731279452.7623
MEM 187.425781 1731279452.8627
MEM 187.425781 1731279452.9632
MEM 187.425781 1731279453.0636
MEM 187.425781 1731279453.1641
MEM 187.425781 1731279453.2646
MEM 187.425781 1731279453.3652
MEM 187.425781 1731279453.4657
MEM 187.425781 1731279453.5661
MEM 187.425781 1731279453.6662
MEM 187.425781 1731279453.7666
MEM 187.425781 1731279453.8673
MEM 187.425781 1731279453.9677
MEM 187.425781 1731279454.0681
MEM 187.425781 1731279454.1685
MEM 187.425781 1731279454.2688
MEM 187.425781 1731279454.3693
MEM 187.425781 1731279454.4699
MEM 187.425781 1731279454.5703
MEM 187.425781 1731279454.6711
MEM 187.425781 1731279454.7715
MEM 187.425781 1731279454.8721
MEM 187.425781 1731279454.9728
MEM 187.425781 1731279455.0731
MEM 187.425781 1731279455.1735
MEM 187.425781 1731279455.2736
MEM 187.425781 1731279455.3740
MEM 187.425781 1731279455.4746
MEM 187.425781 1731279455.5749
MEM 187.425781 1731279455.6752
MEM 187.425781 1731279455.7755
MEM 187.425781 1731279455.8759
MEM 187.425781 1731279455.9763
MEM 187.425781 1731279456.0769
MEM 187.425781 1731279456.1772
MEM 187.425781 1731279456.2778
MEM 187.425781 1731279456.3782
MEM 187.425781 1731279456.4789
MEM 187.425781 1731279456.5792
MEM 187.425781 1731279456.6794
MEM 187.425781 1731279456.7800
MEM 187.425781 1731279456.8805
MEM 187.425781 1731279456.9808
MEM 187.425781 1731279457.0814
MEM 187.425781 1731279457.1821
MEM 187.425781 1731279457.2826
MEM 187.425781 1731279457.3833
MEM 187.425781 1731279457.4839
MEM 187.425781 1731279457.5844
MEM 187.425781 1731279457.6847
MEM 187.425781 1731279457.7849
MEM 187.425781 1731279457.8851
MEM 187.425781 1731279457.9854
MEM 187.425781 1731279458.0857
MEM 187.425781 1731279458.1863
MEM 187.425781 1731279458.2867
MEM 187.425781 1731279458.3871
MEM 187.425781 1731279458.4874
MEM 187.425781 1731279458.5876
MEM 187.425781 1731279458.6880
MEM 187.425781 1731279458.7887
MEM 187.425781 1731279458.8893
MEM 187.425781 1731279458.9897
MEM 187.425781 1731279459.0899
MEM 187.425781 1731279459.1905
MEM 187.425781 1731279459.2910
MEM 187.425781 1731279459.3912
MEM 187.425781 1731279459.4915
MEM 187.425781 1731279459.5919
MEM 187.425781 1731279459.6921
MEM 187.425781 1731279459.7924
MEM 187.425781 1731279459.8928
MEM 187.425781 1731279459.9934
MEM 187.425781 1731279460.0937
MEM 187.425781 1731279460.1943
MEM 187.425781 1731279460.2944
MEM 187.425781 1731279460.3949
MEM 187.425781 1731279460.4954
MEM 187.425781 1731279460.5956
MEM 187.425781 1731279460.6960
MEM 187.425781 1731279460.7965
MEM 187.425781 1731279460.8968
MEM 187.425781 1731279460.9975
MEM 187.425781 1731279461.0981
MEM 187.425781 1731279461.1983
MEM 187.425781 1731279461.2987
MEM 187.425781 1731279461.3992
MEM 187.425781 1731279461.4995
MEM 187.425781 1731279461.5998
MEM 187.425781 1731279461.7002
MEM 187.425781 1731279461.8003
MEM 187.425781 1731279461.9007
MEM 187.425781 1731279462.0010
MEM 187.425781 1731279462.1014
MEM 187.425781 1731279462.2021
MEM 187.425781 1731279462.3024
MEM 187.425781 1731279462.4029
MEM 187.425781 1731279462.5032
MEM 187.425781 1731279462.6038
MEM 187.425781 1731279462.7043
MEM 187.425781 1731279462.8050
MEM 187.425781 1731279462.9057
MEM 187.425781 1731279463.0063
MEM 187.425781 1731279463.1068
MEM 187.425781 1731279463.2074
MEM 187.425781 1731279463.3076
MEM 187.425781 1731279463.4081
MEM 187.425781 1731279463.5085
MEM 187.425781 1731279463.6091
MEM 187.425781 1731279463.7094
MEM 187.425781 1731279463.8102
MEM 187.425781 1731279463.9105
MEM 187.425781 1731279464.0108
MEM 187.425781 1731279464.1113
MEM 187.425781 1731279464.2116
MEM 187.425781 1731279464.3118
MEM 187.425781 1731279464.4121
MEM 187.425781 1731279464.5125
MEM 187.425781 1731279464.6128
MEM 187.425781 1731279464.7133
MEM 187.425781 1731279464.8135
MEM 187.425781 1731279464.9137
MEM 187.425781 1731279465.0144
MEM 187.425781 1731279465.1149
MEM 187.425781 1731279465.2154
MEM 187.425781 1731279465.3157
MEM 187.425781 1731279465.4162
MEM 187.425781 1731279465.5167
MEM 187.425781 1731279465.6172
MEM 187.425781 1731279465.7179
MEM 187.425781 1731279465.8186
MEM 187.425781 1731279465.9193
MEM 187.425781 1731279466.0197
MEM 187.425781 1731279466.1200
MEM 187.425781 1731279466.2204
MEM 187.425781 1731279466.3208
MEM 187.425781 1731279466.4213
MEM 187.425781 1731279466.5216
MEM 187.425781 1731279466.6222
MEM 187.425781 1731279466.7227
MEM 187.425781 1731279466.8234
MEM 187.425781 1731279466.9241
MEM 187.425781 1731279467.0247
MEM 187.425781 1731279467.1251
MEM 187.425781 1731279467.2258
MEM 187.425781 1731279467.3261
MEM 187.425781 1731279467.4264
MEM 187.425781 1731279467.5269
MEM 187.425781 1731279467.6271
MEM 187.425781 1731279467.7277
MEM 187.425781 1731279467.8281
MEM 187.425781 1731279467.9284
MEM 187.425781 1731279468.0290
MEM 187.425781 1731279468.1296
MEM 187.425781 1731279468.2302
MEM 187.425781 1731279468.3308
MEM 187.425781 1731279468.4314
MEM 187.425781 1731279468.5319
MEM 187.425781 1731279468.6323
MEM 187.425781 1731279468.7327
MEM 187.425781 1731279468.8331
MEM 187.425781 1731279468.9337
MEM 187.425781 1731279469.0344
MEM 187.425781 1731279469.1346
MEM 187.425781 1731279469.2349
MEM 187.425781 1731279469.3354
MEM 187.425781 1731279469.4358
MEM 187.425781 1731279469.5362
MEM 187.425781 1731279469.6366
MEM 187.425781 1731279469.7370
MEM 187.425781 1731279469.8372
MEM 187.425781 1731279469.9376
MEM 187.425781 1731279470.0379
MEM 187.425781 1731279470.1384
MEM 187.425781 1731279470.2386
MEM 187.425781 1731279470.3391
MEM 187.425781 1731279470.4396
MEM 187.425781 1731279470.5400
MEM 187.425781 1731279470.6405
MEM 187.425781 1731279470.7407
MEM 187.425781 1731279470.8413
MEM 187.425781 1731279470.9417
MEM 187.425781 1731279471.0422
MEM 187.425781 1731279471.1427
MEM 187.425781 1731279471.2431
MEM 187.425781 1731279471.3433
MEM 187.425781 1731279471.4437
MEM 187.425781 1731279471.5441
MEM 187.425781 1731279471.6447
